Company,Location,JobUrl,Job title
"JPMorgan Chase Bank, N.A.","Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=79a1762a0922ca54&fccid=aaf3b433897ea465&vjs=3,Data Analyst
DC Consultants,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=5d9713d0b4b008b9&fccid=a7e47ee66fd9c51b&vjs=3,Data Analyst
Genpact,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=7dc520b0f5ab8271&fccid=afe30394bfba1470&vjs=3,Data Analyst
Synergy plus business group consultant,"Mumbai, Maharashtra",https://in.indeed.com/company/Synergy-plus-business-group-consultant/jobs/Business-Analyst-4b81e2f9b21077f9?fccid=041e44b1f6a1a8f1&vjs=3,Data Analyst
Maersk,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=8988403bc4c47980&fccid=14e7391c55beeb80&vjs=3,Data Analyst
PhonePe,"Temporarily Remote in Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=2655746cb046afeb&fccid=9efe0489759405d1&vjs=3,Data Analyst
"JPMorgan Chase Bank, N.A.","Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=5c0f5f8f7221fc73&fccid=aaf3b433897ea465&vjs=3,Data Analyst
Deloitte,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=56870f743e7db95c&fccid=9e215d88a6b33622&vjs=3,Data Analyst
Eclerx,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=a988fb79e1199932&fccid=e6a2604cd4491b02&vjs=3,Data Analyst
Accenture,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=6a831a5b2b195eda&fccid=a4e4e2eaf26690c9&vjs=3,Data Analyst
M&G plc,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=257657f1387fa4a1&fccid=046c9007b371673e&vjs=3,Data Analyst
"JPMorgan Chase Bank, N.A.","Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=ecc4e8683ce3cc03&fccid=aaf3b433897ea465&vjs=3,Data Analyst
Brickwork Ratings,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=d732aca5042f4d88&fccid=5bd95da751db4898&vjs=3,Data Analyst
General Mills,"Remote in Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=96e17f1a1bbffb63&fccid=3bcf7eb192e678e4&vjs=3,Data Analyst
Kroll,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=bf06fae20e91ad1f&fccid=2991547aff717aed&vjs=3,Data Analyst
Citi,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=5c3c277e9879e98e&fccid=5bcd1ef0a7f4fb99&vjs=3,Data Analyst
Link Group,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=e7a928be49496bb8&fccid=7ab5f4f72fdce966&vjs=3,Data Analyst
"JPMorgan Chase Bank, N.A.","Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=e00fd3a7f2ef3905&fccid=aaf3b433897ea465&vjs=3,Data Analyst
ION,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=1a735fe0357fcca8&fccid=363d27976f5fa667&vjs=3,Data Analyst
Deutsche Bank,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=d1084810399c006b&fccid=f1d8e147024abb3f&vjs=3,Data Analyst
Eclerx,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=5cfed3f27c44caf0&fccid=e6a2604cd4491b02&vjs=3,Data Analyst
Accenture,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=db2a14b79f76044d&fccid=a4e4e2eaf26690c9&vjs=3,Data Analyst
TopGear Consultants,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=3cfff108c7dd4909&fccid=9bbd9493aaf0dcff&vjs=3,Data Analyst
"JPMorgan Chase Bank, N.A.","Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=1a99db33903d20bb&fccid=aaf3b433897ea465&vjs=3,Data Analyst
Citi,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=c201af4359cef3b1&fccid=5bcd1ef0a7f4fb99&vjs=3,Data Analyst
Credit Suisse,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=b41d90af46cdc5d7&fccid=e127f4594cdf24f4&vjs=3,Data Analyst
GXO Logistics,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=56681fbaf7c6c45b&fccid=66530c16c7ccb793&vjs=3,Data Analyst
NAILBITER,"Hybrid remote in Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=6268deec88d7f264&fccid=de9cd1d2754dfa75&vjs=3,Data Analyst
Bloom Energy,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=1e9e1e8040e8b4e5&fccid=04ef0d72e1a71432&vjs=3,Data Analyst
Citi,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=384fbc19c6e948b3&fccid=5bcd1ef0a7f4fb99&vjs=3,Data Analyst
Nielsen,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=f5bcb1c46bcc5041&fccid=683f563b5cc25b70&vjs=3,Data Analyst
"JPMorgan Chase Bank, N.A.","Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=ee0e716fbc794e07&fccid=aaf3b433897ea465&vjs=3,Data Analyst
Bloom Energy,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=a9d2e44c38cc655d&fccid=04ef0d72e1a71432&vjs=3,Data Analyst
Citi,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=e5a5379fdd816d3b&fccid=5bcd1ef0a7f4fb99&vjs=3,Data Analyst
Orange Business Services,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=c3c8db93053bf82d&fccid=24d2bacb9e5b24ee&vjs=3,Data Analyst
Brambles Group,"Hybrid remote in Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=4d72a04040bf5ba5&fccid=2cec2a0193a3674a&vjs=3,Data Analyst
Crisil,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=46b13a052049ffc0&fccid=a16d9ed628a37fab&vjs=3,Data Analyst
IDFC FIRST Bank,"Mumbai, Maharashtra+1 location",https://in.indeed.com/rc/clk?jk=214d5353d6061670&fccid=c1340f0b335b9dd7&vjs=3,Data Analyst
Credit Suisse,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=3a30dbdab89236a6&fccid=e127f4594cdf24f4&vjs=3,Data Analyst
Franklin Templeton Investments,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=e46bd9e819580761&fccid=bde2032ae798a617&vjs=3,Data Analyst
Citi,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=ca35176213f9cbd1&fccid=5bcd1ef0a7f4fb99&vjs=3,Data Analyst
NECSWS,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=50ccd0a599d66d52&fccid=cd106fcc81f9985b&vjs=3,Data Analyst
Digitas,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=9d680d7d8eef800f&fccid=274e15dee00b5237&vjs=3,Data Analyst
Greenwich Associates,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=dff1a792b9e5c8ff&fccid=b20562d29bb41adc&vjs=3,Data Analyst
Citi,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=19e2f30845efd874&fccid=5bcd1ef0a7f4fb99&vjs=3,Data Analyst
ICICI Prudential Life,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=bfaf639523f328e7&fccid=254a090653692c9b&vjs=3,Data Analyst
Arin Consultancy,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=d33954788e6cea08&fccid=1c0817f1741aa23b&vjs=3,Data Analyst
Suumaya Industries,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=bc872eb6a5b7a827&fccid=ee1abdbc67c7d7d4&vjs=3,Data Analyst
NCDEX,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=e826961745d771e8&fccid=8dcaba4922b94608&vjs=3,Data Analyst
"JPMorgan Chase Bank, N.A.","Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=2363fcd87b5f07d2&fccid=aaf3b433897ea465&vjs=3,Data Analyst
Citi,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=d715983c54c18c8d&fccid=5bcd1ef0a7f4fb99&vjs=3,Data Analyst
"JPMorgan Chase Bank, N.A.","Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=218d7603943384c4&fccid=aaf3b433897ea465&vjs=3,Data Analyst
Wolters Kluwer,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=9cea7a33b36c6be0&fccid=f46e2fd6ab3f5a72&vjs=3,Data Analyst
HDB Financial Services Limited,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=d26e135c497ba442&fccid=ea13cb7bd8d166a5&vjs=3,Data Analyst
Accenture,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=56dab910956af1f1&fccid=a4e4e2eaf26690c9&vjs=3,Data Analyst
Colgate-Palmolive,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=157fc008e6d5b75b&fccid=d9162e48c444e6e3&vjs=3,Data Analyst
EY,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=606ea78b4835811e&fccid=1544766d4c2915b0&vjs=3,Data Analyst
Colgate-Palmolive,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=504cb113aff955e0&fccid=d9162e48c444e6e3&vjs=3,Data Analyst
Johnson & Johnson,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=5cb03b61a474cb30&fccid=0bed8e17bc113980&vjs=3,Data Analyst
Dolat Capital,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=df5b132f86ff7570&fccid=c3d81c8ef8e05946&vjs=3,Data Analyst
Morningstar,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=614735d5e9655e47&fccid=acfb0b086b8f975d&vjs=3,Data Analyst
"JPMorgan Chase Bank, N.A.","Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=417d0eed33a16f9c&fccid=aaf3b433897ea465&vjs=3,Data Analyst
Cedar Management Consulting,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=35837e7f947a598c&fccid=26092ccd3a0234d4&vjs=3,Data Analyst
Antsglobe Technologies,"Navi Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=959a7552ca8d189f&fccid=cd323ddb4836ba8c&vjs=3,Data Analyst
Expertrons,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=b8c94f0dc16cbd75&fccid=8bdc3fdac62c3302&vjs=3,Data Analyst
Citi,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=534719f94c480216&fccid=5bcd1ef0a7f4fb99&vjs=3,Data Analyst
CIEL HR Services,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=17cc0428185c2b93&fccid=2b1e42f645eeaf1e&vjs=3,Data Analyst
Codifyd,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=98f5397eac7193dd&fccid=71b49ff1ae39102c&vjs=3,Data Analyst
Graficali,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=2f83d7e3a3ea72d7&fccid=f0fef3d0016823fd&vjs=3,Data Analyst
Google,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=3880cca507349566&fccid=a5b4499d9e91a5c6&vjs=3,Data Analyst
NTT Ltd,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=4cf85258f2394f47&fccid=906e0ed766138448&vjs=3,Data Analyst
Cerentral Consultants,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=168c703cb36f3cb9&fccid=a18e9ef715db1bba&vjs=3,Data Analyst
Corporate Steps,"Mumbai, Maharashtra",https://in.indeed.com/company/Corporate-Steps/jobs/Business-Analyst-8328f9f151a8bf92?fccid=47fbf826fabd1417&vjs=3,Data Analyst
iRageCapital Advisory Private Limited,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=c32b56e21e047ab6&fccid=7cacbf1ea47ee251&vjs=3,Data Analyst
Trafigura,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=6def1cb04e83dce4&fccid=2e75f29e0007f5a0&vjs=3,Data Analyst
"Owens Asia, Inc..","Thane, Maharashtra","https://in.indeed.com/company/Owens-Asia,-Inc../jobs/Technical-Business-Analyst-feea8ecd81491637?fccid=b7d8ae54bc31eb1c&vjs=3",Data Analyst
Citi,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=b20adb82ad7743b3&fccid=5bcd1ef0a7f4fb99&vjs=3,Data Analyst
"JPMorgan Chase Bank, N.A.","Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=d25e636adcaf8ec4&fccid=aaf3b433897ea465&vjs=3,Data Analyst
Institutional Shareholder Services,"Remote in Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=576ff3cdac8621d0&fccid=c15e58c229888ed7&vjs=3,Data Analyst
Millennium Organisation,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=c0d2a0b8cffb7202&fccid=e960df4f93812d4f&vjs=3,Data Analyst
General Mills,"Remote in Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=38898e41a05af520&fccid=3bcf7eb192e678e4&vjs=3,Data Analyst
Net Connect,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=c80192b484fc4b9d&fccid=36556daa86adc821&vjs=3,Data Analyst
Genpact,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=4b8398991708497d&fccid=afe30394bfba1470&vjs=3,Data Analyst
Bazaar 24×7,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=0de0e4d2cc823a1b&fccid=dd616958bd9ddc12&vjs=3,Data Analyst
Tres Vista,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=b633b6ebde2cc8ce&fccid=a41de2dead1419e9&vjs=3,Data Analyst
BD,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=564b65fabd13874d&fccid=f33adcecbae03a00&vjs=3,Data Analyst
"Medpace, Inc.","Remote in Navi Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=54faae059b54d001&fccid=dc86b41d5cdf3527&vjs=3,Data Analyst
Accenture,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=0c6e1ab6778de7c5&fccid=a4e4e2eaf26690c9&vjs=3,Data Analyst
NEC Software Solutions (India),"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=5c812e9a75cc32c1&fccid=c66f46928c41e596&vjs=3,Data Analyst
Zeidler Legal Process Outsourcing,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=59d6b3339743911b&fccid=76ad75e145ee73e8&vjs=3,Data Analyst
Nielsen,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=4dec575ca78eb642&fccid=683f563b5cc25b70&vjs=3,Data Analyst
Quantiphi,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=5975baab4d973310&fccid=1ae4b0fd2737468f&vjs=3,Data Analyst
Deutsche Bank,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=fb43d305b26121b4&fccid=f1d8e147024abb3f&vjs=3,Data Analyst
ULJK Financial Services,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=dce9387f0655a684&fccid=d310d808e2506298&vjs=3,Data Analyst
"JPMorgan Chase Bank, N.A.","Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=9486640a70c88a3e&fccid=aaf3b433897ea465&vjs=3,Data Analyst
Deutsche Bank,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=2710e2339c021e96&fccid=f1d8e147024abb3f&vjs=3,Data Analyst
BlackRock,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=1f742647fd4f32d2&fccid=58c732f14833248a&vjs=3,Data Analyst
Avient,"Thane, Maharashtra",https://in.indeed.com/rc/clk?jk=3a47c230e49bdb2b&fccid=62e846a13660317d&vjs=3,Data Analyst
Zscaler,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=c371ed03f459b6d3&fccid=b8ce556031512ca3&vjs=3,Data Analyst
Institutional Shareholder Services,"Remote in Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=7a0133a73863c644&fccid=c15e58c229888ed7&vjs=3,Data Analyst
Fedbank Financial Services Limited,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=c3e24f6bde5659c9&fccid=b79ad6f5645e2eb8&vjs=3,Data Analyst
Sciative Solutrions,"Navi Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=7e58d45416102ba6&fccid=f87d9c88c898dc35&vjs=3,Data Analyst
Dolat Capital,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=c67371ae64218991&fccid=c3d81c8ef8e05946&vjs=3,Data Analyst
M&G plc,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=6a27a0a7233211b9&fccid=046c9007b371673e&vjs=3,Data Analyst
P.S International HR Consultants,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=40ff751f9ae15b08&fccid=42acaf71765969ab&vjs=3,Data Analyst
Trafigura,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=fa56975d672549dc&fccid=2e75f29e0007f5a0&vjs=3,Data Analyst
MMC Corporate,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=ecb3f901ae8b81ed&fccid=d46039b952140fd4&vjs=3,Data Analyst
"JPMorgan Chase Bank, N.A.","Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=ed7f6fc994049a07&fccid=aaf3b433897ea465&vjs=3,Data Analyst
Morningstar,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=32f8781d7d7f5c49&fccid=acfb0b086b8f975d&vjs=3,Data Analyst
Citi,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=13879406c908f4e8&fccid=5bcd1ef0a7f4fb99&vjs=3,Data Analyst
Nielsen,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=abcfd9af01ba5aeb&fccid=683f563b5cc25b70&vjs=3,Data Analyst
Institutional Shareholder Services,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=93dba09236b86447&fccid=c15e58c229888ed7&vjs=3,Data Analyst
Microland,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=f9183dd4c53e06e4&fccid=6448b8d3f449169b&vjs=3,Data Analyst
Citi,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=307e7aa24fda333d&fccid=5bcd1ef0a7f4fb99&vjs=3,Data Analyst
UBS,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=6b59ad23824f79fc&fccid=1c76c3a36f6c7557&vjs=3,Data Analyst
Control Risks,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=2b042b1559d195fd&fccid=70d9e1acfffe8a81&vjs=3,Data Analyst
REDMANGO ANALYTICS,"Navi Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=59ef6e6576a20c60&fccid=a98773cd998c1e83&vjs=3,Data Analyst
LoanXpress,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=55189707c1a5ec26&fccid=b6c4921dc41e0df5&vjs=3,Data Analyst
"JPMorgan Chase Bank, N.A.","Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=4576f28c15c7867f&fccid=aaf3b433897ea465&vjs=3,Data Analyst
NEC Software Solutions (India),"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=3a991bcbca15f56c&fccid=c66f46928c41e596&vjs=3,Data Analyst
Wow jobs,"Mumbai, Maharashtra",https://in.indeed.com/company/Wow-jobs/jobs/Business-Analyst-6b6b3d0019caa871?fccid=47b46068c87ebeb5&vjs=3,Data Analyst
"JPMorgan Chase Bank, N.A.","Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=a5c1280486ad73b7&fccid=aaf3b433897ea465&vjs=3,Data Analyst
East India Securities,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=9e65f1c9b4b18ca5&fccid=ce80ed4e75722d68&vjs=3,Data Analyst
Talent Leads HR Solutions,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=85d454236ba4ce3f&fccid=01e93d5078505c2e&vjs=3,Data Analyst
Citi,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=14525c0aa6a953aa&fccid=5bcd1ef0a7f4fb99&vjs=3,Data Analyst
Institutional Shareholder Services,"Remote in Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=d6061d45d4ed0325&fccid=c15e58c229888ed7&vjs=3,Data Analyst
Eclerx,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=2b837e79dacc369d&fccid=e6a2604cd4491b02&vjs=3,Data Analyst
Digitas,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=a5004cf45eb273cd&fccid=274e15dee00b5237&vjs=3,Data Analyst
Millennium Management LLC,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=4cacc3c0f0c57afa&fccid=548e0909717a6ddf&vjs=3,Data Analyst
Deutsche Bank,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=bf67bfd6d48d55c6&fccid=f1d8e147024abb3f&vjs=3,Data Analyst
Deutsche Bank,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=bdfd0527ab41d22d&fccid=f1d8e147024abb3f&vjs=3,Data Analyst
Cedar Management Consulting,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=c128b4af9d23a8a9&fccid=26092ccd3a0234d4&vjs=3,Data Analyst
Maersk,"Navi Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=940c8a168db2f2f5&fccid=14e7391c55beeb80&vjs=3,Data Analyst
TransUnion,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=28df024cee4e99d3&fccid=663ece44ae074b32&vjs=3,Data Analyst
Everestek,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=51977bff4d7fe06a&fccid=349ed5d56505f6ff&vjs=3,Data Analyst
Unnati,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=805aa9011b1a622b&fccid=4a4a351190f7f1cd&vjs=3,Data Analyst
Carbon Clean Solutions,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=d815fe106d811d33&fccid=ffac7cd5900921ce&vjs=3,Data Analyst
MORE,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=91c2cee7599a72d1&fccid=f5b9fc5e5ddba158&vjs=3,Data Analyst
Cedar Management Consulting,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=b4ebc27c2b0a3fde&fccid=26092ccd3a0234d4&vjs=3,Data Analyst
Morningstar,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=137b6758ecb2fde2&fccid=acfb0b086b8f975d&vjs=3,Data Analyst
"JPMorgan Chase Bank, N.A.","Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=fa22c68d45f7a450&fccid=aaf3b433897ea465&vjs=3,Data Analyst
Eclerx,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=2bf0d09910839b69&fccid=e6a2604cd4491b02&vjs=3,Data Analyst
General Mills,"Remote in Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=55ade3a2a93a4ea0&fccid=3bcf7eb192e678e4&vjs=3,Data Analyst
HDFC Bank,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=6fb3c6b0c1d6bbff&fccid=a6fab41a2a4262c5&vjs=3,Data Analyst
Citi,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=88c3e469a3a38da9&fccid=5bcd1ef0a7f4fb99&vjs=3,Data Analyst
"JPMorgan Chase Bank, N.A.","Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=e68733332e55dacc&fccid=aaf3b433897ea465&vjs=3,Data Analyst
Accenture,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=f773e3a91b835752&fccid=a4e4e2eaf26690c9&vjs=3,Data Analyst
Adenza,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=0ae5cd40d4f4dd2c&fccid=ebf103d621ba3c11&vjs=3,Data Analyst
Deutsche Bank,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=c43ce2b770005a06&fccid=f1d8e147024abb3f&vjs=3,Data Analyst
HR Devi and Associates,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=059dc167f9c25044&fccid=b34ea636f2b77053&vjs=3,Data Analyst
Bank of America,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=719b0d58ec527a7a&fccid=5bd99dfa21c8a490&vjs=3,Data Analyst
Global Industrial,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=d0018fee36d9743e&fccid=12ceb7af3aadea5c&vjs=3,Data Analyst
TransUnion,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=f06a7a05bc9617a2&fccid=663ece44ae074b32&vjs=3,Data Analyst
Citi,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=6940fec5b37f1894&fccid=5bcd1ef0a7f4fb99&vjs=3,Data Analyst
UBS,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=3b1ffe3dce1c4c15&fccid=1c76c3a36f6c7557&vjs=3,Data Analyst
Eclerx,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=7286de8be3d76681&fccid=e6a2604cd4491b02&vjs=3,Data Analyst
Bristlecone,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=1413164bad2c6fbb&fccid=216c89cded62713c&vjs=3,Data Analyst
WRI India,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=9c9b350180282350&fccid=1935823aa32012fa&vjs=3,Data Analyst
1POINT1 SOLUTIONS,"Navi Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=46fb7d5dbeead32a&fccid=7c4587fca4fb877f&vjs=3,Data Analyst
BNP Paribas,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=63f227353c3ad7a6&fccid=1392500f835bba92&vjs=3,Data Analyst
Accenture,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=22defea4e858c1fc&fccid=a4e4e2eaf26690c9&vjs=3,Data Analyst
Eclerx,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=f98a09bea29983c0&fccid=e6a2604cd4491b02&vjs=3,Data Analyst
RWS,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=a46d79bb56ad5cd1&fccid=42902ed7252fb8a2&vjs=3,Data Analyst
Eclerx,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=d3a6a7a0788e8acd&fccid=e6a2604cd4491b02&vjs=3,Data Analyst
Clariant,"Airoli, Navi Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=e9a4790eeee0eda8&fccid=721030124be3382c&vjs=3,Data Analyst
HDFC Bank,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=bd244fb2975c9bc5&fccid=a6fab41a2a4262c5&vjs=3,Data Analyst
"JPMorgan Chase Bank, N.A.","Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=9f9c30caa77c84fd&fccid=aaf3b433897ea465&vjs=3,Data Analyst
MSCI Inc,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=326b995a25b24c6c&fccid=c1f583e22ebf0f6e&vjs=3,Data Analyst
