Company,Location,JobUrl,Job title
"JPMorgan Chase Bank, N.A.","Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=e9055f32a74ec161&fccid=aaf3b433897ea465&vjs=3,Data Analyst
Accenture,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=cfc4e354d1fc9822&fccid=a4e4e2eaf26690c9&vjs=3,Data Analyst
Morningstar,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=7af696acef8adfd6&fccid=acfb0b086b8f975d&vjs=3,Data Analyst
Citi,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=855b7fd27b580493&fccid=5bcd1ef0a7f4fb99&vjs=3,Data Analyst
Morningstar,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=ae33ccdb63e11c93&fccid=acfb0b086b8f975d&vjs=3,Data Analyst
Paktolus,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=42f46159ffaf89dc&fccid=3095e1b2ada9dd27&vjs=3,Data Analyst
"Ampersand Group, Malad west","Malad, Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=d6776d23e97ef0d5&fccid=2e68755457a86e80&vjs=3,Data Analyst
Ambab,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=ce9eb05c22df5f2b&fccid=c6bf9d739125dc16&vjs=3,Data Analyst
Greenwich Associates,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=5da2ea49d3a113ad&fccid=b20562d29bb41adc&vjs=3,Data Analyst
Prabhudas Lilladher,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=03ef8a961a7ce5ee&fccid=f5f981785289e156&vjs=3,Data Analyst
Eclerx,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=3f2a4a245e5f47bc&fccid=e6a2604cd4491b02&vjs=3,Data Analyst
Argus Media,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=b17b84a5ed6b11d0&fccid=d1bdb1e0aad69657&vjs=3,Data Analyst
Accenture,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=e54e4d999d0b965a&fccid=a4e4e2eaf26690c9&vjs=3,Data Analyst
Greenwich Associates,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=eeffab51d55e1d15&fccid=b20562d29bb41adc&vjs=3,Data Analyst
Greenwich Associates,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=703b91d63492dd2d&fccid=b20562d29bb41adc&vjs=3,Data Analyst
"JPMorgan Chase Bank, N.A.","Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=e60fa6cc9bf1bf71&fccid=aaf3b433897ea465&vjs=3,Data Analyst
SelFin India Financial Services,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=e94cf79692c0ee81&fccid=dd616958bd9ddc12&vjs=3,Data Analyst
Accenture,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=a7fa1c5ce8e32bfe&fccid=a4e4e2eaf26690c9&vjs=3,Data Analyst
Morningstar,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=902a678f49bca77c&fccid=acfb0b086b8f975d&vjs=3,Data Analyst
Siemens,"Thane, Maharashtra",https://in.indeed.com/rc/clk?jk=a3be96379d708157&fccid=ea6bb53f0b18b8f2&vjs=3,Data Analyst
Colgate-Palmolive,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=809d162648e7fd59&fccid=d9162e48c444e6e3&vjs=3,Data Analyst
Sandhaanam India OPC Pvt. Ltd.,"Navi Mumbai, Maharashtra",https://in.indeed.com/company/Sandhaanam-India-OPC-Pvt.-Ltd./jobs/Business-Analyst-90eed8353d299a05?fccid=f262e6078e42325d&vjs=3,Data Analyst
"JPMorgan Chase Bank, N.A.","Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=f0f509ae8f1a77a0&fccid=aaf3b433897ea465&vjs=3,Data Analyst
Echofeel,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=5a7380a5d0122935&fccid=9feb60a01bbd754b&vjs=3,Data Analyst
Morningstar,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=57cb994cdea3cc62&fccid=acfb0b086b8f975d&vjs=3,Data Analyst
GXO Logistics,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=32fae0d5b0601dbb&fccid=66530c16c7ccb793&vjs=3,Data Analyst
ION,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=19ca380f049b295e&fccid=363d27976f5fa667&vjs=3,Data Analyst
Unnati,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=a7673fda427846b6&fccid=4a4a351190f7f1cd&vjs=3,Data Analyst
IDFC FIRST Bank,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=a9c7172cb4292f94&fccid=c1340f0b335b9dd7&vjs=3,Data Analyst
Morgan Stanley,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=334bfdaa3701e14f&fccid=0c39fb2c91742dcf&vjs=3,Data Analyst
CSB Bank,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=220c8556a4b01423&fccid=c846634404f54518&vjs=3,Data Analyst
Capgemini,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=9295b25e985a7ec3&fccid=105ecfd0283f415f&vjs=3,Data Analyst
UBS,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=fb9eafbd329cbee3&fccid=1c76c3a36f6c7557&vjs=3,Data Analyst
RBHU ETG Private Limited,"Navi Mumbai, Maharashtra",https://in.indeed.com/company/RBHU-ETG-Private-Limited/jobs/Data-Analyst-Trainee-98c6510d9a965de4?fccid=20f3451d17d09a1c&vjs=3,Data Analyst
The Gene Box,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=ba0739622d06d9fd&fccid=0d6de80ab08e58c2&vjs=3,Data Analyst
"JPMorgan Chase Bank, N.A.","Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=dc31bcfa189ddd5c&fccid=aaf3b433897ea465&vjs=3,Data Analyst
"JPMorgan Chase Bank, N.A.","Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=6ad380bc6b578c8a&fccid=aaf3b433897ea465&vjs=3,Data Analyst
Deloitte,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=cb420b3c4f84e4a6&fccid=9e215d88a6b33622&vjs=3,Data Analyst
NEC Software Solutions (India),"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=b90878a30962d354&fccid=c66f46928c41e596&vjs=3,Data Analyst
Zeev Hr Consultants And Placement Services,"Mumbai, Maharashtra",https://in.indeed.com/company/Zeev-Hr-Consultants-&-Placement-Services/jobs/Data-Analyst-Marketing-0288322e174bb157?fccid=7f81e7515aac8656&vjs=3,Data Analyst
CRE MATRIX,"Mumbai, Maharashtra",https://in.indeed.com/company/CRE-matrix/jobs/Senior-Analyst-240d34388df38e6c?fccid=b5100e0c5a5dac57&vjs=3,Data Analyst
Dun & Bradstreet,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=0af8ae704833838e&fccid=fa0ca3b638673d62&vjs=3,Data Analyst
Spinnaker Corporate Advisors,"Mumbai, Maharashtra",https://in.indeed.com/company/Spinnaker-Corporate-Advisors/jobs/Data-Visualization-Developer-fd9c717733f47e7f?fccid=9479f314b75ab640&vjs=3,Data Analyst
Tres Vista,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=d3a5179e752edc45&fccid=a41de2dead1419e9&vjs=3,Data Analyst
angel consultancy,"Mumbai, Maharashtra",https://in.indeed.com/company/angel-consultancy/jobs/Financial-Analyst-1d31be13ace3b046?fccid=fa28ee81005a08e2&vjs=3,Data Analyst
Greenwich Associates,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=b48e5aa80bdf643f&fccid=b20562d29bb41adc&vjs=3,Data Analyst
"JPMorgan Chase Bank, N.A.","Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=b58afed463fc8ab0&fccid=aaf3b433897ea465&vjs=3,Data Analyst
PMAM Corporation,"Marol, Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=e717ca74ce8cd8d5&fccid=7f3799d747f79912&vjs=3,Data Analyst
"JPMorgan Chase Bank, N.A.","Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=7ac868a7e6498fdd&fccid=aaf3b433897ea465&vjs=3,Data Analyst
Augmenter Consulting,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=68f09d73d56c5e1e&fccid=3a7bed83b06778e2&vjs=3,Data Analyst
IDFC FIRST Bank,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=8ddcefca623ebcc6&fccid=c1340f0b335b9dd7&vjs=3,Data Analyst
Airtel India,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=3bb9d492eb9720bb&fccid=bb95ccf807a8406a&vjs=3,Data Analyst
Standard Chartered,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=21f33ce584a55d7f&fccid=5249cd8e17163cb5&vjs=3,Data Analyst
CSB Bank,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=7a29fa9dbd044115&fccid=c846634404f54518&vjs=3,Data Analyst
Drip Capital,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=07b5b8486af0b9e4&fccid=69c0c1c5fb7b1cf2&vjs=3,Data Analyst
DC Consultants,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=238565df7ea008a0&fccid=a7e47ee66fd9c51b&vjs=3,Data Analyst
"JPMorgan Chase Bank, N.A.","Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=f053f067cc53f9d2&fccid=aaf3b433897ea465&vjs=3,Data Analyst
Deutsche Bank,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=52440732074a93de&fccid=f1d8e147024abb3f&vjs=3,Data Analyst
Nielsen,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=23f34c530a71ea74&fccid=683f563b5cc25b70&vjs=3,Data Analyst
Offpich,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=ba62d8edad6d0cfc&fccid=f256ef153d22e764&vjs=3,Data Analyst
"JPMorgan Chase Bank, N.A.","Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=21362cf5f24722ab&fccid=aaf3b433897ea465&vjs=3,Data Analyst
Haptik,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=4117cab29c0210b2&fccid=c31c030c6212d8fd&vjs=3,Data Analyst
ION,"Remote in Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=9c993b4652bf40f0&fccid=363d27976f5fa667&vjs=3,Data Analyst
Kotak Mahindra,"Mumbai, Maharashtra+1 location",https://in.indeed.com/rc/clk?jk=73f49f9d01fd8f31&fccid=39db4225436c86bc&vjs=3,Data Analyst
Maersk,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=8e62f88172011156&fccid=14e7391c55beeb80&vjs=3,Data Analyst
Accenture,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=349643f3144a96e1&fccid=a4e4e2eaf26690c9&vjs=3,Data Analyst
HDFC Bank,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=bbc21b2dc5e8b1ad&fccid=a6fab41a2a4262c5&vjs=3,Data Analyst
Institutional Shareholder Services,"Remote in Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=95500e3145397921&fccid=c15e58c229888ed7&vjs=3,Data Analyst
Spice HR – Your Growth Partner,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=c57f22c1c73a081a&fccid=ff044f739f3ffc85&vjs=3,Data Analyst
Nielsen,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=6523dcf01a541300&fccid=683f563b5cc25b70&vjs=3,Data Analyst
Citi,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=a96ee748cff64041&fccid=5bcd1ef0a7f4fb99&vjs=3,Data Analyst
Quacquarelli Symonds,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=893583685c386eb3&fccid=e349127db7d62403&vjs=3,Data Analyst
Course5,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=07e42f033bbb6e3a&fccid=fb3bb17dd428d73a&vjs=3,Data Analyst
Barclays,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=9d6acfb95f16eb61&fccid=057abf3fd357e717&vjs=3,Data Analyst
Citi,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=594c4c5dd102fae3&fccid=5bcd1ef0a7f4fb99&vjs=3,Data Analyst
Barclays,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=7e427ab33dbf251f&fccid=057abf3fd357e717&vjs=3,Data Analyst
"JPMorgan Chase Bank, N.A.","Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=4d138d99e81ace0e&fccid=aaf3b433897ea465&vjs=3,Data Analyst
NECSWS,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=39dd4d344008b7ec&fccid=cd106fcc81f9985b&vjs=3,Data Analyst
"JPMorgan Chase Bank, N.A.","Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=333d110537e1754a&fccid=aaf3b433897ea465&vjs=3,Data Analyst
Exponentia.ai,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=8be6c29cf0a2aaa5&fccid=a55807e38e97fe97&vjs=3,Data Analyst
Saavn,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=bbe48d0723369e15&fccid=bb4a2038fb497521&vjs=3,Data Analyst
EY,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=688f774ebd6f0f18&fccid=1544766d4c2915b0&vjs=3,Data Analyst
East India Securities,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=ac6193f1d512c366&fccid=ce80ed4e75722d68&vjs=3,Data Analyst
Crisil,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=dec3669c267c6da6&fccid=a16d9ed628a37fab&vjs=3,Data Analyst
"JPMorgan Chase Bank, N.A.","Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=64708ec7222ed9c3&fccid=aaf3b433897ea465&vjs=3,Data Analyst
Citi,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=50fcd1223a372a22&fccid=5bcd1ef0a7f4fb99&vjs=3,Data Analyst
First Choice Finance Consultants,"Mumbai, Maharashtra",https://in.indeed.com/company/First-Choice-Finance-Consultants/jobs/Business-Analyst-8a88f50b1ad518bd?fccid=865e607a5b8eba13&vjs=3,Data Analyst
Boppo Technologies,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=72508c9fef78bc99&fccid=81a6449bb2f335d2&vjs=3,Data Analyst
Radiometer,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=24f5ecaa3eb07311&fccid=9a035fe3676656a4&vjs=3,Data Analyst
Vistex Asia-Pacific Private Ltd.,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=f06d0ac0c6528450&fccid=227ca134437e9bfb&vjs=3,Data Analyst
Organon,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=d56bfa44ba0c6091&fccid=3b5522176c21a60c&vjs=3,Data Analyst
Nielsen,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=b3d6ae8e3df36cfe&fccid=683f563b5cc25b70&vjs=3,Data Analyst
Citi,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=08635f9fd8c9e7b8&fccid=5bcd1ef0a7f4fb99&vjs=3,Data Analyst
Institutional Shareholder Services,"Remote in Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=5d0022e66a3c08b6&fccid=c15e58c229888ed7&vjs=3,Data Analyst
JLL,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=a8ac1685508f4657&fccid=9917de3c28f569f6&vjs=3,Data Analyst
Accenture,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=fe11435db25fb7cb&fccid=a4e4e2eaf26690c9&vjs=3,Data Analyst
Barclays,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=b15865cbb5e3db74&fccid=057abf3fd357e717&vjs=3,Data Analyst
Orange Business Services,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=0c3b3bd938ea1fd4&fccid=24d2bacb9e5b24ee&vjs=3,Data Analyst
Crisil,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=a14cacd43734ba04&fccid=a16d9ed628a37fab&vjs=3,Data Analyst
S&P Global,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=be647fc0066c49f1&fccid=b716e44d2c6283e7&vjs=3,Data Analyst
Ariprus,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=e3cd43a7d1e2f840&fccid=fc8cbc6ce0825c46&vjs=3,Data Analyst
Crux Intelligence,"Mumbai, Maharashtra",https://in.indeed.com/company/Crux-Intelligence/jobs/Sales-Engineer-3400b294c691ab6b?fccid=32d02deb334fe03b&vjs=3,Data Analyst
Disney Media & Entertainment Distribution,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=8dfbd11063f17a0b&fccid=c3092a91bcb42ca9&vjs=3,Data Analyst
UBS,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=626ef76c9419585d&fccid=1c76c3a36f6c7557&vjs=3,Data Analyst
Allot,"Mumbai, Maharashtra+1 location",https://in.indeed.com/rc/clk?jk=787d9862a0188fe5&fccid=25cd8199964c13be&vjs=3,Data Analyst
Institutional Shareholder Services,"Remote in Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=1a61c544f4b6ffc8&fccid=c15e58c229888ed7&vjs=3,Data Analyst
HDFC Bank,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=bfbf8d70e9790c61&fccid=a6fab41a2a4262c5&vjs=3,Data Analyst
"JPMorgan Chase Bank, N.A.","Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=bc5d4df385a9ba78&fccid=aaf3b433897ea465&vjs=3,Data Analyst
Deutsche Bank,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=0b6acf305cb5818d&fccid=f1d8e147024abb3f&vjs=3,Data Analyst
MSCI Inc,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=b15fb2bc43de5397&fccid=c1f583e22ebf0f6e&vjs=3,Data Analyst
Standard Chartered,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=1a44280f983cd0fe&fccid=5249cd8e17163cb5&vjs=3,Data Analyst
"Jefferies & Company, Inc.","Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=1ea649ee9bd40cf0&fccid=0140e51652b12787&vjs=3,Data Analyst
Institutional Shareholder Services,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=a9cbadffb3d416ca&fccid=c15e58c229888ed7&vjs=3,Data Analyst
Accenture,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=2068df95cec28d2d&fccid=a4e4e2eaf26690c9&vjs=3,Data Analyst
FLEXILOANS TECHNOLOGIES,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=9e4fa3020b693b49&fccid=519da7c2f7f8bd3c&vjs=3,Data Analyst
Arin Consultancy,"Fort, Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=79a421789d27d108&fccid=1c0817f1741aa23b&vjs=3,Data Analyst
BlackRock,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=29e18ceb172b2708&fccid=58c732f14833248a&vjs=3,Data Analyst
Azentio Software,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=4bfcd064f101a9ca&fccid=805272955617773b&vjs=3,Data Analyst
BridgeLoyalty,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=89a31a876212cb62&fccid=8ec39a7487d00fe9&vjs=3,Data Analyst
Michael Page,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=7f4bc422976b9b7e&fccid=77087bd1709a8148&vjs=3,Data Analyst
MNK INFOTECH INC,"Mumbai, Maharashtra",https://in.indeed.com/company/MNK-Infotech/jobs/Senior-Business-Analyst-ec2b1457dc1ac350?fccid=ebc7a6f9be8ac8d0&vjs=3,Data Analyst
Accenture,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=67b22a4bc7760b74&fccid=a4e4e2eaf26690c9&vjs=3,Data Analyst
Course5,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=371187a0c23f8ab8&fccid=fb3bb17dd428d73a&vjs=3,Data Analyst
CarDekho,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=52d2f069eea1b71f&fccid=b77d84178e8665e5&vjs=3,Data Analyst
Morningstar,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=b9aee1a3989caccd&fccid=acfb0b086b8f975d&vjs=3,Data Analyst
Citi,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=295a020e6076031a&fccid=5bcd1ef0a7f4fb99&vjs=3,Data Analyst
MSCI Inc,"Hybrid remote in Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=1a2d6470b51f72a2&fccid=c1f583e22ebf0f6e&vjs=3,Data Analyst
"JPMorgan Chase Bank, N.A.","Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=2642ccb015d634eb&fccid=aaf3b433897ea465&vjs=3,Data Analyst
Accenture,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=003314a26e402f9a&fccid=a4e4e2eaf26690c9&vjs=3,Data Analyst
Kentech Group,"Remote in Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=cf8e35fb4df79e5e&fccid=160e305533117eff&vjs=3,Data Analyst
B&B Analytics,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=af5ab764da9648f2&fccid=bd820aa8da9544ed&vjs=3,Data Analyst
Morningstar,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=81d9f890b14f46c7&fccid=acfb0b086b8f975d&vjs=3,Data Analyst
Morgan Stanley,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=ee49b4baa55cc06f&fccid=0c39fb2c91742dcf&vjs=3,Data Analyst
UBS,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=0cb17255149411ba&fccid=1c76c3a36f6c7557&vjs=3,Data Analyst
Barclays,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=9854831246446aaa&fccid=057abf3fd357e717&vjs=3,Data Analyst
Colgate-Palmolive,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=7b9faba537124b73&fccid=d9162e48c444e6e3&vjs=3,Data Analyst
Link Group,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=683642373abc6e12&fccid=7ab5f4f72fdce966&vjs=3,Data Analyst
R3,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=f26e8f986eb91362&fccid=46127a19d3e705b5&vjs=3,Data Analyst
"JPMorgan Chase Bank, N.A.","Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=b463d6cf3c89c516&fccid=aaf3b433897ea465&vjs=3,Data Analyst
"JPMorgan Chase Bank, N.A.","Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=e34768f0d0f48dde&fccid=aaf3b433897ea465&vjs=3,Data Analyst
iFAST Financial India,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=b183bc26b7661a64&fccid=b2ee8da5a6029716&vjs=3,Data Analyst
Equity Data Science,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=1f14e613926c1c5d&fccid=d51af6af938fd338&vjs=3,Data Analyst
Link Group,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=ab7fcfea34a3d6ce&fccid=7ab5f4f72fdce966&vjs=3,Data Analyst
Institutional Shareholder Services,"Remote in Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=1d14900b9fa4bc0b&fccid=c15e58c229888ed7&vjs=3,Data Analyst
ReLiva Physiotherapy & Rehab,"Mumbai, Maharashtra",https://in.indeed.com/company/Reliva-Physiotherapy-&-Rehab/jobs/Business-Analyst-aa0d264aff18a0e1?fccid=1d482ed5221e16d6&vjs=3,Data Analyst
Google,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=02caf2df88792611&fccid=a5b4499d9e91a5c6&vjs=3,Data Analyst
Shoolin Services Group,"Navi Mumbai, Maharashtra",https://in.indeed.com/company/Shoolin-Services-Group/jobs/Business-Analyst-0ace0ca93444df4f?fccid=8e0e45591aab8144&vjs=3,Data Analyst
"JPMorgan Chase Bank, N.A.","Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=2a9a977e0a3f5412&fccid=aaf3b433897ea465&vjs=3,Data Analyst
Keynote Research,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=1499abf3e1688dc3&fccid=843409b6f118b4ec&vjs=3,Data Analyst
Citi,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=856bf02e00f60bf9&fccid=5bcd1ef0a7f4fb99&vjs=3,Data Analyst
Network 18,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=64c695b2511ce950&fccid=feaf9dcccb40e0ef&vjs=3,Data Analyst
talent-O-scope,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=867f8996808ff6d7&fccid=23118b488b8ca83c&vjs=3,Data Analyst
Arin Consultancy,"Churchgate, Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=d2905d6c5283047e&fccid=1c0817f1741aa23b&vjs=3,Data Analyst
"JPMorgan Chase Bank, N.A.","Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=0c71bfdc8828b6e4&fccid=aaf3b433897ea465&vjs=3,Data Analyst
Barclays,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=af2cb19b592219a4&fccid=057abf3fd357e717&vjs=3,Data Analyst
BNP Paribas,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=49a148cf61d518c0&fccid=1392500f835bba92&vjs=3,Data Analyst
Morningstar,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=5f6ed6eb9f89bfe8&fccid=acfb0b086b8f975d&vjs=3,Data Analyst
Accenture,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=b6b2d49e10c1a25a&fccid=a4e4e2eaf26690c9&vjs=3,Data Analyst
EdIndia,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=802c52e86c156146&fccid=a09457081fd49ed7&vjs=3,Data Analyst
Synergy Technology Services,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=50c0181ae283d6be&fccid=5983d4ee8ecf6cee&vjs=3,Data Analyst
Greenwich Associates,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=3ea3b9b7c7d3e342&fccid=b20562d29bb41adc&vjs=3,Data Analyst
"JPMorgan Chase Bank, N.A.","Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=23d1deea65c6dcc1&fccid=aaf3b433897ea465&vjs=3,Data Analyst
Acme Services,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=5df2e4067abde9b4&fccid=5bb70f6dd438d429&vjs=3,Data Analyst
WebEngage,"Temporarily Remote in Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=7486b04487770152&fccid=cb054464c9b27798&vjs=3,Data Analyst
Ketto,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=cc1e540c16fc5591&fccid=0ca5fb09be5db2e4&vjs=3,Data Analyst
